work_year,experience_level,type,job_title,salary,employee_residence,company_location,company_size
2023,MI,FT,Data Engineer,180000,US,US,M
2023,MI,FT,Data Engineer,130000,US,US,M
2023,SE,FT,Data Engineer,200000,US,US,M
2023,SE,FT,Data Engineer,150000,US,US,M
2023,SE,FT,Computer Vision Engineer,215000,US,US,M
2023,SE,FT,Computer Vision Engineer,170000,US,US,M
2023,SE,FT,Machine Learning Engineer,247500,US,US,M
2023,SE,FT,Machine Learning Engineer,172200,US,US,M
2023,SE,FT,Data Scientist,224000,CA,CA,M
2023,SE,FT,Data Scientist,176000,CA,CA,M
2023,SE,FT,Data Analyst,120000,US,US,M
2023,SE,FT,Data Analyst,75000,US,US,M
2023,EN,FT,Data Engineer,17022,IN,IN,L
2023,SE,FT,Applied Data Scientist,68318,AU,FI,M
2023,MI,FT,AI Developer,75020,FI,FI,M
2023,SE,FT,Data Analyst,140000,US,US,M
2023,SE,FT,Data Analyst,120000,US,US,M
2023,SE,FT,Data Engineer,128000,US,US,M
2023,SE,FT,Data Engineer,81500,US,US,M
2023,SE,FT,Data Engineer,145000,US,US,M
2023,SE,FT,Data Engineer,115000,US,US,M
2023,SE,FT,Data Engineer,185000,US,US,M
2023,SE,FT,Data Engineer,140000,US,US,M
2023,EX,FT,Head of Data,329500,US,US,M
2023,EX,FT,Head of Data,269600,US,US,M
2023,SE,FT,Data Quality Analyst,100000,US,US,M
2023,SE,FT,Data Quality Analyst,80000,US,US,M
2023,SE,FT,Data Scientist,250000,US,US,M
2023,SE,FT,Data Scientist,162500,US,US,M
2023,MI,FT,AI Developer,200000,US,US,M
2023,SE,FT,Data Engineer,145000,US,US,M
2023,SE,FT,Data Engineer,100000,US,US,M
2023,EX,FT,Data Engineer,145000,US,US,M
2023,EX,FT,Data Engineer,115000,US,US,M
2023,SE,FT,Data Scientist,203500,US,US,M
2023,SE,FT,Data Scientist,152000,US,US,M
2023,SE,FT,Data Scientist,239000,US,US,L
2023,SE,FT,Data Scientist,122900,US,US,L
2023,SE,FT,Data Scientist,237000,US,US,M
2023,SE,FT,Data Scientist,145000,US,US,M
2023,SE,FT,Data Science Manager,191765,US,US,M
2023,SE,FT,Data Science Manager,134236,US,US,M
2023,SE,FT,Analytics Engineer,190000,US,US,M
2023,SE,FT,Analytics Engineer,112000,US,US,M
2022,SE,FT,Data Scientist,88256,ES,GB,L
2023,EN,FT,Data Engineer,85000,US,US,M
2023,EN,FT,Data Engineer,65000,US,US,M
2023,SE,FT,Data Analyst,135000,US,US,M
2023,SE,FT,Data Analyst,105500,US,US,M
2023,SE,FT,Research Engineer,293000,US,US,M
2023,SE,FT,Research Engineer,185000,US,US,M
2023,SE,FT,Data Analyst,80000,US,US,M
2023,SE,FT,Data Analyst,70000,US,US,M
2023,SE,FT,Data Engineer,220000,US,US,M
2023,SE,FT,Data Engineer,160000,US,US,M
2023,SE,FT,Data Scientist,175000,US,US,M
2023,SE,FT,Data Scientist,145000,US,US,M
2023,SE,FT,Data Analyst,200000,US,US,M
2023,SE,FT,Data Analyst,148500,US,US,M
2023,SE,FT,Data Scientist,48289,ES,ES,M
2023,SE,FT,Data Scientist,38631,ES,ES,M
2023,SE,FT,Data Engineer,240500,US,US,L
2023,SE,FT,Data Engineer,123700,US,US,L
2023,SE,FT,Analytics Engineer,152900,US,US,M
2023,SE,FT,Analytics Engineer,117100,US,US,M
2023,SE,FT,Analytics Engineer,173000,US,US,M
2023,SE,FT,Analytics Engineer,113000,US,US,M
2023,SE,FT,Applied Scientist,260000,US,US,L
2023,SE,FT,Applied Scientist,136000,US,US,L
2023,EX,FT,Data Engineer,175000,US,US,M
2023,EX,FT,Data Engineer,110000,US,US,M
2023,SE,FT,Applied Scientist,260000,US,US,L
2023,SE,FT,Applied Scientist,136000,US,US,L
2023,SE,FT,Research Scientist,130000,US,US,M
2023,SE,FT,Research Scientist,110000,US,US,M
2023,SE,FT,Applied Scientist,205000,US,US,M
2023,SE,FT,Applied Scientist,184000,US,US,M
2023,SE,FT,Data Analyst,149500,US,US,M
2023,SE,FT,Data Analyst,127075,US,US,M
2023,SE,FT,Data Scientist,195000,US,US,M
2023,SE,FT,Data Scientist,160000,US,US,M
2023,SE,FT,Data Engineer,219535,US,US,M
2023,SE,FT,Data Engineer,146115,US,US,M
2023,SE,FT,Data Scientist,170000,US,US,M
2023,SE,FT,Data Scientist,135000,US,US,M
2023,SE,FT,Data Scientist,175000,US,US,M
2023,SE,FT,Data Scientist,145000,US,US,M
2023,SE,FT,Data Scientist,199000,US,US,M
2023,SE,FT,Data Scientist,162000,US,US,M
2023,SE,FT,Applied Scientist,222200,US,US,L
2023,SE,FT,Applied Scientist,136000,US,US,L
2023,EX,FT,Analytics Engineer,221000,US,US,M
2023,EX,FT,Analytics Engineer,153000,US,US,M
2023,SE,FT,Data Analyst,187000,US,US,M
2023,SE,FT,Data Analyst,128000,US,US,M
2023,SE,FT,Research Scientist,210000,US,US,M
2023,SE,FT,Research Scientist,136000,US,US,M
2023,SE,FT,Data Scientist,175000,US,US,M
2023,SE,FT,Data Scientist,100000,US,US,M
2023,SE,FT,Data Engineer,179000,US,US,M
2023,SE,FT,Data Engineer,109000,US,US,M
2023,SE,FT,Data Scientist,245000,US,US,M
2023,SE,FT,Data Scientist,180000,US,US,M
2023,SE,FT,Data Analyst,142000,US,US,M
2023,SE,FT,Data Analyst,75000,US,US,M
2023,SE,FT,Data Manager,198800,US,US,M
2023,SE,FT,Data Manager,105200,US,US,M
2023,SE,FT,Data Analyst,125000,US,US,M
2023,SE,FT,Data Analyst,112000,US,US,M
2023,SE,FT,Data Scientist,210000,US,US,M
2023,SE,FT,Data Scientist,155000,US,US,M
2023,SE,FT,Data Manager,115000,US,US,M
2023,SE,FT,Data Manager,86000,US,US,M
2023,SE,FT,Data Scientist,165000,US,US,M
2023,SE,FT,Data Scientist,140000,US,US,M
2023,SE,FT,Data Analyst,139000,US,US,M
2023,SE,FT,Data Analyst,106000,US,US,M
2023,EN,FT,Data Analyst,40663,CA,CA,L
2022,SE,FT,AI Developer,275000,CA,CA,S
2023,SE,FL,Machine Learning Researcher,50000,UA,UA,S
2023,MI,FT,Machine Learning Engineer,280700,US,US,M
2023,MI,FT,Machine Learning Engineer,150450,US,US,M
2023,EN,FT,Data Scientist,51753,CA,CA,L
2023,SE,FT,Data Architect,250500,US,US,M
2023,SE,FT,Data Architect,159500,US,US,M
2023,SE,FT,Data Engineer,145000,US,US,M
2023,SE,FT,Data Engineer,115000,US,US,M
2023,SE,FT,Data Analyst,140000,US,US,M
2023,SE,FT,Data Analyst,120000,US,US,M
2023,EN,FT,Data Scientist,130001,US,US,M
2023,EN,FT,Data Scientist,71907,US,US,M
2023,MI,FT,Data Scientist,93918,US,US,M
2023,MI,FT,Data Scientist,51962,US,US,M
2023,SE,FT,Data Analyst,175000,CA,CA,M
2023,SE,FT,Data Analyst,135000,CA,CA,M
2023,EN,FT,Data Engineer,85000,US,US,M
2023,EN,FT,Data Engineer,65000,US,US,M
2023,SE,FT,Machine Learning Engineer,257000,US,US,M
2023,SE,FT,Machine Learning Engineer,147000,US,US,M
2023,SE,FT,Data Engineer,222000,US,US,M
2023,SE,FT,Data Engineer,175000,US,US,M
2023,SE,FT,Data Scientist,203000,US,US,M
2023,SE,FT,Data Scientist,133200,US,US,M
2023,EN,FT,Applied Scientist,213660,US,US,L
2023,EN,FT,Applied Scientist,130760,US,US,L
2023,SE,FT,Data Engineer,221000,US,US,M
2023,SE,FT,Data Engineer,147000,US,US,M
2023,SE,FT,Data Quality Analyst,100000,US,US,M
2023,SE,FT,Data Quality Analyst,80000,US,US,M
2023,SE,FT,Data Scientist,185900,US,US,M
2023,SE,FT,Data Scientist,129300,US,US,M
2023,SE,FT,Data Scientist,238000,US,US,M
2023,SE,FT,Data Scientist,156000,US,US,M
2023,SE,FT,Machine Learning Engineer,304000,US,US,M
2023,SE,FT,Machine Learning Engineer,199000,US,US,M
2023,MI,FT,Big Data Engineer,48289,ES,ES,M
2023,SE,FT,Data Engineer,150000,US,US,M
2023,SE,FT,Data Engineer,130000,US,US,M
2023,SE,FT,Data Scientist,140000,US,US,M
2023,SE,FT,Data Scientist,110000,US,US,M
2023,MI,FT,Data Analyst,90000,US,US,M
2023,MI,FT,Data Analyst,75000,US,US,M
2023,MI,FT,Research Scientist,195895,GB,GB,M
2023,MI,FT,Research Scientist,102772,GB,GB,M
2023,SE,FT,Data Engineer,240000,US,US,M
2023,SE,FT,Data Engineer,183600,US,US,M
2023,MI,FT,Data Specialist,130000,US,US,M
2023,MI,FT,Data Specialist,80000,US,US,M
2023,SE,FT,Data Engineer,250000,US,US,M
2023,SE,FT,Data Engineer,150000,US,US,M
2023,SE,FT,Data Analytics Manager,160000,US,US,M
2023,SE,FT,Data Analytics Manager,120000,US,US,M
2023,SE,FT,Machine Learning Engineer,289076,US,US,M
2023,SE,FT,Machine Learning Engineer,202353,US,US,M
2023,SE,FT,Data Engineer,145000,US,US,M
2023,SE,FT,Data Engineer,120000,US,US,M
2023,SE,FT,Data Analyst,155000,US,US,M
2023,SE,FT,Data Analyst,106000,US,US,M
2023,SE,FT,Data Engineer,200000,US,US,M
2023,SE,FT,Data Engineer,160000,US,US,M
2023,SE,FT,Data Scientist,157750,US,US,M
2023,SE,FT,Data Scientist,104650,US,US,M
2023,MI,FT,Data Scientist,180000,US,US,M
2023,MI,FT,Data Scientist,140000,US,US,M
2023,EX,FT,Data Scientist,200000,US,US,M
2023,EX,FT,Data Scientist,145000,US,US,M
2023,MI,FT,Lead Data Analyst,68000,US,US,L
2023,EN,FT,BI Data Engineer,60000,US,US,M
2023,SE,FT,Data Scientist,48289,ES,ES,M
2023,SE,FT,Data Scientist,38631,ES,ES,M
2023,EN,FT,Data Engineer,85000,US,US,M
2023,EN,FT,Data Engineer,65000,US,US,M
2023,MI,FT,Data Engineer,125000,US,US,M
2023,MI,FT,Data Engineer,90000,US,US,M
2023,SE,FT,Data Analyst,105000,US,US,M
2023,SE,FT,Data Analyst,90000,US,US,M
2023,SE,FT,Analytics Engineer,179820,US,US,M
2023,SE,FT,Analytics Engineer,143860,US,US,M
2023,SE,FT,Data Analyst,135000,US,US,M
2023,SE,FT,Data Analyst,105500,US,US,M
2023,EN,FT,Research Engineer,155000,US,US,M
2023,EN,FT,Research Engineer,125000,US,US,M
2023,SE,FT,Machine Learning Engineer,241000,US,US,M
2023,SE,FT,Machine Learning Engineer,181000,US,US,M
2023,SE,FT,Data Scientist,252000,US,US,M
2023,SE,FT,Data Scientist,154000,US,US,M
2023,EX,FT,Data Architect,180000,US,US,M
2023,EX,FT,Data Architect,155000,US,US,M
2023,SE,FT,Data Scientist,191765,US,US,M
2023,SE,FT,Data Scientist,134236,US,US,M
2023,SE,FT,Data Scientist,175000,US,US,M
2023,SE,FT,Data Scientist,145000,US,US,M
2023,SE,FT,Data Scientist,237000,US,US,M
2023,SE,FT,Data Scientist,145000,US,US,M
2023,EN,FT,Research Engineer,155000,US,US,M
2023,EN,FT,Research Engineer,125000,US,US,M
2023,SE,FT,Data Analyst,80000,US,US,M
2023,SE,FT,Data Analyst,70000,US,US,M
2023,SE,FT,Data Engineer,146000,US,US,M
2023,SE,FT,Data Engineer,75000,US,US,M
2023,EN,FT,Data Analyst,64200,US,US,M
2023,EN,FT,Data Analyst,56100,US,US,M
2023,SE,FT,Machine Learning Engineer,170000,US,US,M
2023,SE,FT,Machine Learning Engineer,130000,US,US,M
2023,SE,FT,Data Analyst,208450,US,US,M
2023,SE,FT,Data Analyst,170550,US,US,M
2023,SE,FT,Machine Learning Engineer,125000,US,US,M
2023,SE,FT,Machine Learning Engineer,100000,US,US,M
2023,MI,FT,Data Manager,135000,US,US,M
2023,MI,FT,Data Manager,120000,US,US,M
2023,SE,FT,Data Scientist,200000,US,US,M
2023,SE,FT,Data Scientist,170000,US,US,M
2023,SE,FT,Data Scientist,171250,IE,IE,M
2023,SE,FT,Data Scientist,113750,IE,IE,M
2023,SE,FT,Applied Scientist,222200,US,US,L
2023,SE,FT,Applied Scientist,136000,US,US,L
2023,SE,FT,Applied Scientist,260000,US,US,L
2023,SE,FT,Applied Scientist,136000,US,US,L
2023,SE,FT,Data Analyst,153600,US,US,M
2023,SE,FT,Data Analyst,100500,US,US,M
2023,SE,FT,Applied Scientist,205000,US,US,M
2023,SE,FT,Applied Scientist,184000,US,US,M
2023,SE,FT,Machine Learning Engineer,115000,CA,CA,M
2023,SE,FT,Machine Learning Engineer,95000,CA,CA,M
2023,MI,FT,Data Analyst,182500,US,US,M
2023,MI,FT,Data Analyst,121500,US,US,M
2023,SE,FT,Data Engineer,203100,US,US,M
2023,SE,FT,Data Engineer,114500,US,US,M
2023,MI,FT,Data Analyst,72914,GB,GB,M
2023,MI,FT,Data Analyst,54685,GB,GB,M
2023,SE,FT,Data Engineer,252000,US,US,M
2023,SE,FT,Data Engineer,129000,US,US,M
2023,EN,FT,Data Engineer,92700,US,US,M
2023,EN,FT,Data Engineer,61800,US,US,M
2023,SE,FT,Data Engineer,160000,US,US,M
2023,SE,FT,Data Engineer,130000,US,US,M
2023,SE,FT,Data Scientist,258000,CA,CA,M
2023,SE,FT,Data Scientist,190000,CA,CA,M
2023,SE,FT,Data Scientist,170000,US,US,M
2023,SE,FT,Data Scientist,135000,US,US,M
2023,MI,FT,Data Architect,167500,US,US,M
2023,MI,FT,Data Architect,106500,US,US,M
2023,SE,FT,Data Scientist,195000,US,US,M
2023,SE,FT,Data Scientist,160000,US,US,M
2023,MI,FT,Data Engineer,146000,US,US,M
2023,MI,FT,Data Engineer,75000,US,US,M
2022,EN,FT,Data Engineer,59888,NL,NL,L
2023,EX,FT,Data Engineer,286000,US,US,M
2023,EX,FT,Data Engineer,207000,US,US,M
2023,SE,FT,Data Analyst,100000,US,US,M
2023,SE,FT,Data Analyst,80000,US,US,M
2023,SE,FT,Data Engineer,223250,US,US,M
2023,SE,FT,Data Engineer,178600,US,US,M
2023,EX,FT,Director of Data Science,353200,US,US,M
2023,EX,FT,Director of Data Science,249300,US,US,M
2023,MI,FT,Machine Learning Scientist,230000,US,US,M
2023,MI,FT,Machine Learning Scientist,220000,US,US,M
2023,SE,FT,Data Scientist,297300,US,US,M
2023,SE,FT,Data Scientist,198200,US,US,M
2023,MI,FT,Research Scientist,210000,US,US,M
2023,MI,FT,Research Scientist,151800,US,US,M
2023,SE,FT,Data Scientist,200000,US,US,M
2023,SE,FT,Data Scientist,170000,US,US,M
2023,SE,FT,Data Scientist,317070,US,US,M
2023,SE,FT,Data Scientist,170730,US,US,M
2023,SE,FT,Data Engineer,128000,US,US,M
2023,SE,FT,Data Engineer,81500,US,US,M
2023,EN,FT,Business Data Analyst,21461,ES,ES,M
2023,SE,FT,AI Developer,108000,UA,UA,M
2023,SE,FT,AI Developer,60000,UA,UA,M
2023,MI,FT,MLOps Engineer,134000,US,US,M
2023,MI,FT,MLOps Engineer,124000,US,US,M
2023,SE,FT,Data Engineer,171250,US,US,M
2023,SE,FT,Data Engineer,113750,US,US,M
2023,SE,FT,Data Engineer,165000,US,US,M
2023,SE,FT,Data Engineer,132300,US,US,M
2023,SE,FT,Data Scientist,225000,US,US,M
2023,SE,FT,Data Scientist,175000,US,US,M
2023,SE,FT,Data Engineer,230000,US,US,M
2023,SE,FT,Data Engineer,124500,US,US,M
2023,SE,FT,Machine Learning Engineer,247500,US,US,M
2023,SE,FT,Machine Learning Engineer,172200,US,US,M
2023,SE,FT,Data Analyst,175000,US,US,M
2023,SE,FT,Data Analyst,145000,US,US,M
2023,SE,FT,Data Analyst,148700,US,US,M
2023,SE,FT,Data Analyst,125600,US,US,M
2023,SE,FT,Data Engineer,145000,US,US,M
2023,SE,FT,Data Engineer,115000,US,US,M
2023,SE,FT,Research Scientist,200000,US,US,M
2023,SE,FT,Research Scientist,150000,US,US,M
2023,EN,FT,Research Engineer,160000,US,US,M
2023,EN,FT,Research Engineer,120000,US,US,M
2023,SE,FT,Data Analyst,185000,US,US,M
2023,SE,FT,Data Analyst,120250,US,US,M
2023,SE,FT,Data Scientist,275300,US,US,M
2023,SE,FT,Data Scientist,183000,US,US,M
2023,SE,FT,Data Architect,170000,US,US,M
2023,SE,FT,Data Architect,125000,US,US,M
2023,MI,FT,Data Architect,167500,US,US,M
2023,MI,FT,Data Architect,106500,US,US,M
2023,SE,FT,Research Scientist,250000,US,US,M
2023,SE,FT,Research Scientist,200000,US,US,M
2023,MI,FT,Machine Learning Engineer,135000,US,US,L
2023,SE,FT,AI Scientist,423834,IL,IL,L
2023,SE,FT,Machine Learning Engineer,216000,US,US,M
2023,SE,FT,Machine Learning Engineer,184000,US,US,M
2023,SE,FT,Data Engineer,180000,US,US,M
2023,SE,FT,Data Engineer,165000,US,US,M
2023,SE,FT,Data Scientist,185900,US,US,M
2023,SE,FT,Data Scientist,129300,US,US,M
2023,SE,FT,Data Engineer,145000,US,US,M
2023,SE,FT,Data Engineer,120000,US,US,M
2023,MI,FT,Data Engineer,143865,US,US,M
